skillId,skillName,category,employeeId,proficiencyLevel,yearsExperience,certificationStatus
"cde66a84-f5e7-4c66-9309-caed8dbfd0f2","SAP PI/PO (Process Integration)","Integration","I770156","Advanced","5","Certified"
"72f8f2c1-8614-4c7c-a8e6-f5f3274b77c9","REST API","Integration","I770156","Proficient","4","Certified"
"710b49e7-58cb-4fd4-b87e-426b8c6392b1","Java","Backend","I770156","Advanced","6","Certified"
"5fbdbdce-c080-4a0f-bcec-7928b2a748f2","Selenium","Testing","I770157","Advanced","4","Certified"
"edbd489d-778b-4237-b0ea-09fd4b6ec01a","SAP Test Automation","Testing","I770157","Proficient","3","In Progress"
"75417638-95b5-40b4-b386-bd0cffff8968","ABAP","Backend","I770158","Expert","8","Certified"
"c365340e-a0fd-41a9-afb0-fff33e651b33","SAP S/4HANA","FullStack","I770158","Advanced","7","Certified"
"1249b92d-2656-4834-a415-81edf5ee9183","Cloud Foundry","Cloud","I770158","Proficient","5","Certified"
"86a41f32-1f6c-48bf-ab06-5cefd919e33e","CI/CD","DevOps","I770158","Advanced","6","Certified"
"3eaaa8b3-a5a1-4d93-a03d-c3569ac43e7c","Cloud Foundry","Cloud","I770159","Expert","7","Certified"
"c7a2ba09-501b-4927-ab2b-d97f37f09be7","Node.js","Backend","I770159","Advanced","6","Certified"
"d0030402-bd7d-440f-ba27-2f5da3450dcd","React","Frontend","I770159","Proficient","4","Certified"
"0c2646e3-8721-4ebe-9abb-c9187d47bfcb","Docker","Cloud","I770159","Advanced","5","Certified"
"a5102a4f-c85e-4da9-96db-be5a1f946786","SAP CAP","FullStack","I770160","Expert","6","Certified"
"e88ef4be-3f16-459a-bc14-ac1413e49f94","SAPUI5","Frontend","I770160","Advanced","5","Certified"
"aaeee704-4089-434d-91a4-972db6d378a2","OData","Integration","I770160","Proficient","4","Certified"
"7eab9efb-c293-4314-a73f-0afea871d38b","SAP HANA Cloud","Database","I770160","Advanced","5","Certified"
"b822651a-35e0-4ce4-b8de-4e900b1b3215","SAP Integration Suite","Integration","I770161","Expert","8","Certified"
"e8844505-f60d-4311-8cde-4ee3ba9c39d7","API Management","Integration","I770161","Advanced","6","Certified"
"f9759503-dddc-4c87-add6-8262ca2f6330","SAP CPI (Cloud Platform Integration)","Integration","I770161","Proficient","5","Certified"
"0d7c2846-4588-40e5-8312-912352e7011e","Microservices Architecture","FullStack","I770161","Advanced","6","Certified"
"9482cd32-debc-4f74-aa9b-283c359bef22","SAP Fiori","Frontend","I770162","Advanced","5","Certified"
"478d3ac1-4e02-4569-b30d-7366cae20420","SAPUI5","Frontend","I770162","Expert","6","Certified"
"b28cac85-62b0-47fd-a3e5-0082b54884f6","JavaScript","Frontend","I770162","Proficient","4","Certified"
"15641119-fe0d-413f-94b1-171073efa170","Kubernetes","Cloud","I770163","Advanced","4","Certified"
"4da95dd8-2807-47d5-b99d-08d8aa2e0711","Jenkins","DevOps","I770163","Proficient","3","Certified"
"e2c84c9e-0402-4a97-bf53-4755458eb341","Git","DevOps","I770163","Advanced","5","Certified"
"1c85b786-de24-42cb-aba3-53fa47cf14f4","Python","Backend","I770164","Expert","7","Certified"
"51e8f7e7-d49a-4e73-abc6-997d558f8f89","SQL","Database","I770164","Advanced","6","Certified"
"f7cc7cd9-f265-4768-9f5f-cb3ebec98184","Tableau","Analytics","I770164","Proficient","4","Certified"
"0aa0eda0-3bf4-456f-bb20-235616026ef9","Machine Learning","Analytics","I770164","Advanced","5","Certified"
"8e151f0a-2e71-4943-bb6a-bce76929abfc","SAP BusinessObjects","Analytics","I770165","Expert","8","Certified"
"f506ca65-71b3-4ea7-b6f5-3df8e0b6c4dd","SAP BW/4HANA","Analytics","I770165","Advanced","7","Certified"
"f96bd9d7-6185-4ffa-8816-5974dcff1447","Power BI","Analytics","I770165","Proficient","5","Certified"
"7398625e-5c56-472a-97d7-0c438a83a816","Python","Backend","I770165","Advanced","6","Certified"
"153e8a69-712d-412a-9e43-361f9b4a1619","SAP Analytics Cloud (SAC)","Analytics","I770166","Expert","6","Certified"
"84b8b8ff-9bb1-412a-960a-9737e3ad9ac5","Data Warehouse","Analytics","I770166","Advanced","5","Certified"
"c6e56a8c-b2a2-4f7b-ac7c-05c487391d29","SAP Fiori","Frontend","I770166","Proficient","4","Certified"
"70e68954-df17-49fe-a5b6-bf4aa1700a8b","SAP Analytics Cloud (SAC)","Analytics","I770167","Expert","5","Certified"
"79993b86-b51c-4e79-86cd-15d0206ea449","Predictive Analytics","Analytics","I770167","Advanced","4","Certified"
"5153c0c9-edc9-4c44-9862-8da63e5b9644","SAP Datasphere","Analytics","I770167","Proficient","3","Certified"
"befcc985-e09d-4cf0-bf03-1fc45d4c656a","Data Warehouse","Analytics","I770168","Expert","7","Certified"
"4c6e3be0-40d4-4119-bd5d-8ebbbc10b146","SAP BW/4HANA","Analytics","I770168","Advanced","6","Certified"
"ba457123-f3ba-4838-be2a-b3e327237d61","SQL","Database","I770168","Proficient","5","Certified"
"3c8f71ac-0b5c-44a5-a32d-0044c8ad4db4","SAP HANA","Database","I770168","Advanced","5","Certified"
"dae030d0-346f-44fc-9288-fd0aac5c7494","Python","Backend","I770152","Intermediate","2","In Progress"
"cecef836-c85c-4526-86f7-49c5015e8ffd","SAPUI5","Frontend","I770152","Beginner","1","In Progress"
"4096fba7-c1e3-4496-b557-63cdd5344f47","QUnit","Testing","I770144","Beginner","1","In Progress"
"2a6d450a-75bb-4718-b4dd-6ddeecc5f8ad","Spring Boot","Backend","I770144","Beginner","2","Certified"
"21398a60-3321-4057-9ea1-6d3c449cb5bb","ABAP OO","Backend","I770144","Advanced","3","In Progress"
"bb0c9f59-0492-4611-b96b-343762a6819c","Fiori Elements","Frontend","I770144","Proficient","1","Certified"
"faeaa960-12c9-4087-a8c9-1077c2beea6b","SAP BTP","Cloud","I750145","Beginner","0","Not Certified"
"01f6e4f9-a634-46a8-90ce-13562b392c29","AI","Technology","I750145","Beginner","0","Not Certified"
"37b012ae-7a62-4b87-967f-70a65e3651db","AI","Technology","I346659","Intermediate","0","Not Certified"
"5cc098d4-dab2-4c8e-9f5e-d1caf3b9a192","SAP BTP","Cloud","I346659","Intermediate","0","Not Certified"
"348b5f48-5684-4a1a-ae93-e94d8f056775","AI","Technology","I769086","Beginner","0","Not Certified"
"865a2999-e3af-42e4-b50b-ebe3e47c9a4f","ABAP","Backend","I763161","Intermediate","8","Not Certified"
"48cddec7-d616-4d1d-9863-e0828c1724a9","Fiori","Frontend","I763161","Intermediate","8","Not Certified"
"a2294e0a-e32b-4696-b9dd-c2e6a86ae732","Data Science","Analytics","I755736","Intermediate","2.5","Not Certified"
"c91d096f-a856-4619-95a9-10b8c0ea73a1","ABAP","Backend","I749085","Beginner","0.5","Certified"
"c7858a11-54ae-4c8f-94c8-38dc506bcdb8","SAPUI5","Frontend","I749085","Beginner","0.5","Certified"
"798ad76e-ad38-48e7-9ddc-140acf820469","ABAP","Backend","I755719","Proficient","16","Certified"
"8500f08e-304c-41c3-bbdf-49acfbfd3f8f","ABAP","Backend","I763266","Proficient","4","Not Certified"
"0983432d-f1cf-4368-be9a-12d07e202742","ABAP","Backend","I770144","Beginner","0.17","Not Certified"
"eaf0e761-a054-487b-9b4e-1553991d58f0","SAPUI5","Frontend","I770144","Beginner","0.17","Not Certified"
"a93fd316-911b-4fbb-84ec-6d736fa54c22","CAP","Backend","I770144","Beginner","0.17","Not Certified"
"5de1696b-e238-4cde-90f3-00b9175f7493","SAP BTP","Cloud","I770144","Beginner","0.17","Not Certified"
"3abf4adc-dd63-4fb7-922c-8d2b3d8a9dd8","SAP BTP (Business Technology Platform)","Cloud","I753890","Intermediate","0","None"
"8eaca6eb-0d76-4ad7-a0f1-372dcfc6351b","SAP Fiori","Frontend","I770144","Beginner","3","In Progress"
"0e12062a-3243-4152-916b-f27dc54ab968","SAP HANA","Database","I770144","Proficient","2","Certified"
"b00104e0-123c-4fb2-8a38-28098e243acf","REST API","Integration","I770144","Intermediate","3","In Progress"
"d6180242-7450-4936-a055-cf6c8cb0ab03","TypeScript","Frontend","I770164","Intermediate","5","None"
"bd880fd1-56f1-45ac-8364-4c68a48a6686","Agile/Scrum","Methodology","I770165","Beginner","6","Certified"
"e42bcddd-9afd-4658-8150-852da6134f11","TypeScript","Frontend","I770165","Proficient","1","In Progress"
"f635067a-72f2-4c8e-839a-94661898b1d6","SAP Fiori","Frontend","I770165","Beginner","8","In Progress"
"cb09d9d5-884d-40db-8064-e1c31548e34f","SAP S/4HANA","ERP","I770166","Intermediate","5","Certified"
"3b3f6686-1540-4730-8563-d831f9db5b2f","SAP BTP","Cloud","I770166","Beginner","5","Certified"
"dbc1f14a-783e-4657-ba5d-b02831613b56","TypeScript","Frontend","I770167","Beginner","7","In Progress"
"966b7753-cbf1-4158-a992-c78be2455229","SAP Fiori","Frontend","I770167","Beginner","2","Certified"
"a3ae1e1e-5d2d-43e4-ac5e-01531cde1133","SAP ABAP","ERP","I770167","Intermediate","6","None"
"5decc2d0-69cb-4d1c-a859-1883df2f9dcd","JIRA","Methodology","I770168","Proficient","1","None"
"6ea351bd-c5d7-47a3-aaac-244e560ae237","JIRA","Methodology","I750145","Intermediate","3","None"
"bde1b3d4-0206-4c7a-b804-492fd2e22bf1","SAP SuccessFactors","HCM","I750145","Advanced","1","None"
"0ddde4f0-4662-41e0-b3bb-a1fdc5afebb2","SAP ABAP","ERP","I750145","Beginner","7","None"
"b23c7f34-95c1-4567-b892-ae47d71592b0","SQL","Database","I346659","Expert","1","None"
"824c9ea7-a4fe-4188-882c-128b7a206fe4","SAP ABAP","ERP","I346659","Beginner","6","None"
"208b7db7-e382-4800-be0f-9c3405c9b25c","OData","Integration","I769086","Advanced","1","None"
"74e0b19c-0082-4da1-a06c-bce86705e511","Java","Backend","I769086","Beginner","4","Certified"
"19496ae6-8d5a-4ec4-8f88-016fa86e7deb","TypeScript","Frontend","I769086","Proficient","4","None"
"89b3b0f5-e2b9-40d3-80e1-3426352a25ee","Agile/Scrum","Methodology","I763161","Expert","8","None"
"87c9bcf6-42c4-4d3c-b4e9-e66eb6f152de","SAP FI","Finance","I763161","Advanced","2","None"
"b6208e25-2af4-4838-b7c8-4a39c44418f4","SAP ABAP","ERP","I763161","Proficient","3","Certified"
"b1d122b2-6929-439b-8548-e35c398a9db2","SAP Fiori","Frontend","I755736","Intermediate","5","In Progress"
"20584704-88e2-4930-9751-12f294840947","SAP FI","Finance","I749085","Intermediate","5","Certified"
"24e87cf3-1915-4c0c-97ab-51f3f3e49e19","SAP MM","ERP","I749085","Advanced","1","None"
"d86fbe61-7ca2-4b7b-8a07-5328978f3ad1","SAP SD","ERP","I749085","Expert","1","None"
"7b4c1222-986a-4b14-851e-3990df3c6ee3","SAP BTP","Cloud","I753890","Intermediate","5","None"
"e8c19deb-2aef-4ba7-aa92-973148d66a4b","Machine Learning","AI","I755719","Beginner","1","None"
"3167397d-e33e-481f-8883-1b145d249b07","SAP FI","Finance","I763266","Expert","1","None"
"51f14e81-0a1f-4c81-901f-c2dc7caee533","SAP Security","Security","I773926","Expert","3","In Progress"
"ad0f409e-9fa1-4446-9ab1-46c76351e429","SAP Ariba","Procurement","I773926","Advanced","6","None"
"f8873972-17bb-45e2-be86-988cc3cef37c","OData","Integration","I773926","Intermediate","2","None"
"55a78a44-c8ed-46ed-be1b-83b50cb253a8","SAP Work Zone","Portal","I774156","Expert","7","None"
"04832bf8-597a-4add-be58-988824b934b6","SAP S/4HANA","ERP","I780001","Proficient","6","None"
"18c847af-49cd-45c6-a715-1d8d1734a37e","SAP Analytics Cloud","Analytics","I780001","Proficient","4","Certified"
"8dc433ae-4a1e-4d20-83aa-7a2b0178f15d","Git","DevOps","I780001","Proficient","3","Certified"
"d4ffd50c-9133-4877-a514-128a68cfebd6","Git","DevOps","I780002","Expert","2","None"
"04050501-2f16-456c-818a-720c6a49847c","SAP Work Zone","Portal","I780002","Beginner","2","Certified"
"e6487497-6e07-4e8e-baeb-fcd4af7708f8","Python","Backend","I780003","Expert","8","Certified"
"d8f10265-1623-4f74-a879-527f91e71267","Agile/Scrum","Methodology","I780003","Beginner","3","In Progress"
"bccc9aee-dc92-44d8-919a-24516ba4ac4c","SAP HANA","Database","I780003","Advanced","8","Certified"
"2374844d-75fb-4239-b212-6a65fb76775d","SAP Analytics Cloud","Analytics","I780004","Expert","2","Certified"
"a70557a3-7759-4ba8-8a53-fde168435c87","JavaScript","Frontend","I780004","Advanced","2","None"
"9dc0a039-776b-4e20-9f3a-318d9f3c2c5e","REST API","Integration","I780004","Intermediate","7","In Progress"
"7ef4ed85-35f1-4b6e-beff-b1ba8976a85c","Python","Backend","I780005","Expert","8","Certified"
"5c9127d1-d94b-400f-8118-056c9131b0e5","SAP Work Zone","Portal","I780006","Expert","2","In Progress"
"232d9a0b-4a36-4387-a45a-854154d0f001","Java","Backend","I780006","Intermediate","6","In Progress"
"721b07aa-9de8-42ab-864e-8cf567f52f63","SAP Security","Security","I780006","Advanced","1","Certified"
"51f05923-6400-4b10-bd01-e41c2103ac08","REST API","Integration","I780007","Intermediate","5","Certified"
"7c67dc5b-c138-4324-b3f8-1f051bdd1369","SAP SD","ERP","I780007","Proficient","2","Certified"
"2815cc61-c595-4c50-befb-3da9672d171d","SAP BTP","Cloud","I780008","Intermediate","3","None"
"7a4d1be2-0f3c-4a76-b5ba-526c6332926b","SAP Analytics Cloud","Analytics","I780009","Expert","4","None"
"57b2f8f9-7fd1-4bb0-84fa-9b3bc869f33b","SAP FI","Finance","I780010","Expert","3","Certified"
"560f38c6-48a0-4b78-9b00-324d5e5a2bc9","Cloud Computing","Cloud","I780010","Intermediate","2","Certified"
"f5b9832b-b9f4-4a09-bb1d-883b7409b97c","JIRA","Methodology","I780011","Expert","1","None"
"9aaccabc-43df-4cba-8d37-f00223de03a2","TypeScript","Frontend","I780011","Expert","3","Certified"
"1cc30104-d8b5-45c4-8eea-55ddee4c5413","SAP Security","Security","I780012","Proficient","1","Certified"
"318d749c-51f2-46c2-aafa-9891e135e63b","SAP ABAP","ERP","I780012","Proficient","6","In Progress"
"39e49141-378b-490b-9151-63999e642b3d","SAP Analytics Cloud","Analytics","I780012","Expert","3","Certified"
"4e3d547e-0ae4-437a-8a76-5da291365980","SAP ABAP","ERP","I780013","Beginner","6","In Progress"
"c8464837-7242-476f-b253-4f743f6a3de1","JavaScript","Frontend","I780013","Intermediate","3","None"
"7a3bc321-f245-4cce-82a8-34d1d40daa55","Cloud Computing","Cloud","I780013","Advanced","6","In Progress"
"b70c1cf3-7217-4440-a46b-270fe1890484","Cloud Computing","Cloud","I780014","Beginner","2","Certified"
"7ca36491-a6d3-4c48-87b1-f546f20fc9a6","Machine Learning","AI","I780015","Intermediate","1","In Progress"
"32e62cdd-291c-4b48-b860-308e772c0314","SAP Fiori","Frontend","I780016","Advanced","1","Certified"
"c83530d4-1844-4048-8586-af8c76f30114","SAP S/4HANA","ERP","I780016","Beginner","6","None"
"42ca7a12-547d-4c18-89d6-b5d2c02fc2ad","Cloud Computing","Cloud","I780017","Intermediate","5","None"
"b1349764-da53-4947-83a7-3c4356036f5a","SAP Basis","Infrastructure","I780017","Proficient","2","Certified"
"180ab68c-f8dd-44aa-b427-82b14475e1b2","Git","DevOps","I780018","Proficient","6","Certified"
"d6c05e00-7999-4914-bb76-1a6157aa3015","SAP MM","ERP","I780018","Advanced","2","None"
"759e29c4-aa3c-48a7-aed5-6bd818e8f308","Data Analytics","Analytics","I780019","Intermediate","5","Certified"
"8f7632da-9a84-481a-b385-7061e98764cc","SAP MM","ERP","I780019","Proficient","8","In Progress"
"c5d7fe1c-f345-4afe-9110-f8c2d1fd4e07","SAP BTP","Cloud","I780020","Proficient","4","None"
"7f826bc5-0e87-4bba-bfbf-6b1dbf49668a","Python","Backend","I780020","Expert","4","None"
"15db1bc8-7c37-4cb6-a871-42c5380953a5","SAP Fiori","Frontend","I780020","Proficient","6","None"
"f3afc298-26f2-4d56-9400-4dd95b8af32f","SAP S/4HANA","ERP","I780021","Advanced","4","Certified"
"6fdb71be-4c8f-47a0-aca2-6e6824ba29df","REST API","Integration","I780022","Expert","6","In Progress"
"dc8a8109-b866-4f29-8a8d-a529cdbcfd55","SAP SuccessFactors","HCM","I780022","Expert","5","None"
"c2a5cb6a-e1cc-49c2-bcef-9347d152250c","SAP Work Zone","Portal","I780022","Beginner","1","Certified"
"919268c0-3ab1-436e-97b1-f3943053c8c5","OData","Integration","I780023","Beginner","4","None"
"aa732848-e9b5-4654-a641-092d157cc2c2","Agile/Scrum","Methodology","I780023","Intermediate","1","None"
"32cd5d4b-2f88-4151-b593-7b945f5585e3","SAP ABAP","ERP","I780024","Expert","7","Certified"
"90b26262-6547-4c1d-a7b6-94bd8f6793f6","SAP Ariba","Procurement","I780024","Intermediate","5","None"
"37659e89-ffff-4a8b-b5b4-9cc45423d9eb","SAP Analytics Cloud","Analytics","I780025","Beginner","6","None"
"d9e375eb-ef31-452c-922f-19a47905825f","Git","DevOps","I780025","Proficient","7","In Progress"
"06dbd42f-4ffa-4f57-88c2-45a231a7fe03","SAP BTP","Cloud","I780025","Advanced","8","In Progress"
"c49de4b5-07aa-4f81-b713-1425728140a8","JavaScript","Frontend","I780026","Advanced","7","Certified"
"2f17f5e7-c097-4e7b-b20b-7e2a3a9af1fc","Python","Backend","I780026","Expert","6","None"
"6b3bed02-0363-46cf-bcbc-d3ef835e1735","SAP Basis","Infrastructure","I780026","Advanced","8","Certified"
"bfa93518-dbe4-4e4c-8296-81029bef73fd","SAP SD","ERP","I780027","Expert","7","Certified"
"d0523a5f-375b-4c5c-bedc-7239177e36d1","OData","Integration","I780028","Intermediate","7","None"
"9ead6b09-7f54-4180-a711-a0ea0becbbac","SAP S/4HANA","ERP","I780028","Proficient","8","Certified"
"347e09e5-e8e3-40cd-9812-a6c6d38ece09","SAP Basis","Infrastructure","I780029","Intermediate","7","None"
"a3094b52-f609-45f2-a92e-d04d201ad876","Machine Learning","AI","I780030","Beginner","8","In Progress"
"854f506c-1e84-47d7-97f4-25582580ceb2","SAP ABAP","ERP","I780031","Intermediate","2","None"
"26486ff8-98d8-42e8-a115-f40456504668","Git","DevOps","I780031","Advanced","1","None"
"8492c051-1424-4483-ad07-2b850a9362f1","Cloud Computing","Cloud","I780031","Proficient","4","In Progress"
"2782aef4-d93d-47a0-9c4f-6ed9d40ee3d2","SAP SD","ERP","I780032","Proficient","5","In Progress"
"3781b493-bb57-4b6b-9f36-debb9a995271","SAP Analytics Cloud","Analytics","I780032","Beginner","3","Certified"
"9fd1548d-066c-4187-9aac-91638a471223","Machine Learning","AI","I780032","Expert","8","Certified"
"ab91467a-a267-4926-8821-115793918004","SAP Ariba","Procurement","I780033","Proficient","7","Certified"
"0b4e7237-7bbc-4709-b361-33ae884e6d6b","Data Analytics","Analytics","I780034","Proficient","7","Certified"
"1ac498b4-6bff-417a-8c61-be2f86c2b436","SAP Ariba","Procurement","I780035","Advanced","5","None"
"4f4e86f1-c806-4971-835e-04a734d30717","SAP Security","Security","I780035","Advanced","4","In Progress"
"a90d261b-be41-44c2-960f-68a8c053dca3","SAP Fiori","Frontend","I780035","Intermediate","3","None"
"f11a7e10-8b69-4c81-9311-330794c8ba25","SAP HANA","Database","I780036","Proficient","5","None"
"eece637e-cd52-4fa4-ad65-d5bf2f316985","SAP MM","ERP","I780037","Advanced","7","None"
"f6df3dfe-a167-499e-847e-0717fc6f1a39","SAP Fiori","Frontend","I780037","Expert","8","None"
"72f4c23e-5663-40fb-812b-937936e1814c","SAP Analytics Cloud","Analytics","I780038","Proficient","5","None"
"c05c7e9e-c396-4568-8654-504771bfb218","OData","Integration","I780039","Intermediate","6","In Progress"
"9ca534f8-d913-4ded-b256-6fa9d4b42414","OData","Integration","I780040","Expert","1","None"
"287b134c-d8ef-47e8-9ac4-98913eefbd72","Python","Backend","I780040","Intermediate","6","Certified"
"d24d0e18-3381-4e9a-914c-10c4b066083c","SAP Analytics Cloud","Analytics","I780041","Advanced","4","In Progress"
"f6a8e877-6a15-41b8-bf86-fa68280c66ba","Machine Learning","AI","I780042","Advanced","3","None"
"3e7bcf9e-9c4d-4340-b623-c093ccf1ef10","SAP Fiori","Frontend","I780042","Proficient","3","In Progress"
"28edba08-618e-485c-9ba1-f24d9adbf70c","SAP S/4HANA","ERP","I780043","Proficient","1","None"
"791e704b-7386-4636-aa69-5c96217522d3","SAP SuccessFactors","HCM","I780044","Intermediate","6","None"
"cf7703ee-1de2-456b-bc52-dc8345763fd7","SAP BTP","Cloud","I780045","Beginner","2","In Progress"
"b4c90ca1-d2a0-4023-8272-840609d5acd1","Java","Backend","I780045","Advanced","7","Certified"
"90bf6c6a-1410-4e41-806d-9f714b02be05","SAP Basis","Infrastructure","I780045","Beginner","5","Certified"
"f229eb2f-f580-4257-985f-8277d87eb701","SAP UI5","Frontend","I780046","Intermediate","1","None"
"db5da540-9655-458d-81f4-20ea2adc4eb4","SAP HANA","Database","I780046","Beginner","2","None"
"e6df4701-4dd6-41c8-ad64-e39138f6ac88","Machine Learning","AI","I780046","Beginner","6","In Progress"
"b4ee326d-2f8e-472d-be38-bab486d7fe33","SAP UI5","Frontend","I780047","Advanced","8","In Progress"
"21921a90-f244-4531-b596-09f69137a777","REST API","Integration","I780047","Intermediate","4","In Progress"
"00be2dae-9683-4778-89ec-be6b9d22e1e3","SAP Work Zone","Portal","I780048","Intermediate","5","None"
"6082b7fb-2bd5-4ae6-b6f1-c4175ed7051a","SAP Basis","Infrastructure","I780049","Intermediate","5","In Progress"
"57eb51ed-04f2-401b-a962-b08a6ecc291f","Java","Backend","I780049","Beginner","1","None"
"5aba7bd2-5f13-40cd-a63b-27d019cd8f13","Data Analytics","Analytics","I780049","Intermediate","8","In Progress"
"8db26466-20af-47e1-8342-6e4d1037ef92","Data Analytics","Analytics","I780050","Expert","2","Certified"
"40811292-f3cc-414c-98a2-133068e210c7","Python","Backend","I780051","Advanced","4","None"
"6105a044-da5c-40dc-893f-02125641a142","Machine Learning","AI","I780052","Proficient","2","None"
"a052c721-39e4-4754-9370-e39701782fd3","SAP BTP","Cloud","I780053","Advanced","6","None"
"80d801e7-bba5-4e90-88b6-856c7bed3c82","SAP S/4HANA","ERP","I780053","Intermediate","2","In Progress"
"82061dd9-4c0c-4d55-bc94-8a765a0a81c9","OData","Integration","I780054","Beginner","3","None"
"b11245a3-d73a-4396-af6a-e12d757a4be9","SAP BTP","Cloud","I780054","Proficient","4","Certified"
"342d3377-bd26-4c20-9534-498f6ecb9b96","SAP Ariba","Procurement","I780055","Expert","1","None"
"a0659d27-e4dc-42ce-bdfe-7a306dc5afe2","SAP MM","ERP","I780055","Beginner","4","None"
"0d34769d-d196-49f2-94a0-550ae0359fed","JIRA","Methodology","I780055","Advanced","3","Certified"
"8fbc753b-46c7-43ac-87d0-ac23574450eb","Python","Backend","I780056","Beginner","7","In Progress"
"ba693aa1-cc87-4b0d-b12b-46d0062f057b","SAP Fiori","Frontend","I780056","Intermediate","5","In Progress"
"4517d9c7-e95e-4706-a421-5d34e32e17bd","Data Analytics","Analytics","I780056","Proficient","2","In Progress"
"3b51916e-a1eb-44db-952f-746926ba6c36","SAP S/4HANA","ERP","I780057","Proficient","6","In Progress"
"87f28cc3-c43d-4a47-873e-cd9ac2490574","TypeScript","Frontend","I780057","Beginner","5","Certified"
"e4096131-1841-43a4-a7f3-4fb69c52cda4","SQL","Database","I780057","Advanced","6","None"
"7053e915-261a-42c6-8df1-85842d39eaa1","JIRA","Methodology","I780058","Proficient","6","Certified"
"74d0edfc-42d1-4f09-8f34-474d2d579ac3","TypeScript","Frontend","I780059","Beginner","6","Certified"
"f13a188e-c241-4823-a53d-3383e02280bf","JIRA","Methodology","I780059","Proficient","1","In Progress"
"c8fcbfed-ccb8-4480-b872-5a3a56273767","SAP FI","Finance","I780060","Beginner","4","None"
"6a1bdee9-cfd9-42da-acae-fef2921d2d37","TypeScript","Frontend","I780060","Beginner","8","Certified"
"b428d5bd-7c84-4038-82dc-7ffb831323cf","REST API","Integration","I780060","Expert","8","Certified"
"3b9791f7-1bc1-4231-a76f-9fc9defa5594","Data Analytics","Analytics","I780061","Proficient","4","None"
"a92d9fd1-a325-4c6e-935a-25bd0b6db2bc","SAP Ariba","Procurement","I780061","Expert","7","Certified"
"ad53d200-72dd-4c37-9ee0-9f7105775720","SAP Work Zone","Portal","I780062","Expert","1","Certified"
"2f997c93-4a6a-4350-b70f-effbe30758e2","SAP CO","Finance","I780062","Proficient","4","None"
"39bdda31-8e40-4adc-a557-c293728d6009","SAP BTP","Cloud","I780062","Proficient","1","In Progress"
"b91aae4b-1c57-4e20-b975-2f3c756466c5","SAP Fiori","Frontend","I780063","Proficient","6","None"
