skillId,skillName,category,employeeId,proficiencyLevel,yearsExperience,certificationStatus
SKL162,SAP S/4HANA,ERP,I780016,Beginner,6,None
SKL163,Cloud Computing,Cloud,I780017,Intermediate,5,None
SKL164,SAP Basis,Infrastructure,I780017,Proficient,2,Certified
SKL165,Git,DevOps,I780018,Proficient,6,Certified
SKL166,SAP MM,ERP,I780018,Advanced,2,None
SKL167,Data Analytics,Analytics,I780019,Intermediate,5,Certified
SKL168,SAP MM,ERP,I780019,Proficient,8,In Progress
SKL169,SAP BTP,Cloud,I780020,Proficient,4,None
SKL170,Python,Backend,I780020,Expert,4,None
SKL171,SAP Fiori,Frontend,I780020,Proficient,6,None
SKL172,SAP S/4HANA,ERP,I780021,Advanced,4,Certified
SKL173,REST API,Integration,I780022,Expert,6,In Progress
SKL174,SAP SuccessFactors,HCM,I780022,Expert,5,None
SKL175,SAP Work Zone,Portal,I780022,Beginner,1,Certified
SKL176,OData,Integration,I780023,Beginner,4,None
SKL177,Agile/Scrum,Methodology,I780023,Intermediate,1,None
SKL178,SAP ABAP,ERP,I780024,Expert,7,Certified
SKL179,SAP Ariba,Procurement,I780024,Intermediate,5,None
SKL180,SAP Analytics Cloud,Analytics,I780025,Beginner,6,None
SKL181,Git,DevOps,I780025,Proficient,7,In Progress
SKL182,SAP BTP,Cloud,I780025,Advanced,8,In Progress
SKL183,JavaScript,Frontend,I780026,Advanced,7,Certified
SKL184,Python,Backend,I780026,Expert,6,None
SKL185,SAP Basis,Infrastructure,I780026,Advanced,8,Certified
SKL186,SAP SD,ERP,I780027,Expert,7,Certified
SKL187,OData,Integration,I780028,Intermediate,7,None
SKL188,SAP S/4HANA,ERP,I780028,Proficient,8,Certified
SKL189,SAP Basis,Infrastructure,I780029,Intermediate,7,None
SKL190,Machine Learning,AI,I780030,Beginner,8,In Progress
SKL191,SAP ABAP,ERP,I780031,Intermediate,2,None
SKL192,Git,DevOps,I780031,Advanced,1,None
SKL193,Cloud Computing,Cloud,I780031,Proficient,4,In Progress
SKL194,SAP SD,ERP,I780032,Proficient,5,In Progress
SKL195,SAP Analytics Cloud,Analytics,I780032,Beginner,3,Certified
SKL196,Machine Learning,AI,I780032,Expert,8,Certified
SKL197,SAP Ariba,Procurement,I780033,Proficient,7,Certified
SKL198,Data Analytics,Analytics,I780034,Proficient,7,Certified
SKL199,SAP Ariba,Procurement,I780035,Advanced,5,None
SKL200,SAP Security,Security,I780035,Advanced,4,In Progress
SKL201,SAP Fiori,Frontend,I780035,Intermediate,3,None
SKL202,SAP HANA,Database,I780036,Proficient,5,None
SKL203,SAP MM,ERP,I780037,Advanced,7,None
SKL204,SAP Fiori,Frontend,I780037,Expert,8,None
SKL205,SAP Analytics Cloud,Analytics,I780038,Proficient,5,None
SKL206,OData,Integration,I780039,Intermediate,6,In Progress
SKL207,OData,Integration,I780040,Expert,1,None
SKL208,Python,Backend,I780040,Intermediate,6,Certified
SKL209,SAP Analytics Cloud,Analytics,I780041,Advanced,4,In Progress
SKL210,Machine Learning,AI,I780042,Advanced,3,None
SKL211,SAP Fiori,Frontend,I780042,Proficient,3,In Progress
SKL212,SAP S/4HANA,ERP,I780043,Proficient,1,None
SKL213,SAP SuccessFactors,HCM,I780044,Intermediate,6,None
SKL214,SAP BTP,Cloud,I780045,Beginner,2,In Progress
SKL215,Java,Backend,I780045,Advanced,7,Certified
SKL216,SAP Basis,Infrastructure,I780045,Beginner,5,Certified
SKL217,SAP UI5,Frontend,I780046,Intermediate,1,None
SKL218,SAP HANA,Database,I780046,Beginner,2,None
SKL219,Machine Learning,AI,I780046,Beginner,6,In Progress
SKL220,SAP UI5,Frontend,I780047,Advanced,8,In Progress
SKL221,REST API,Integration,I780047,Intermediate,4,In Progress
SKL222,SAP Work Zone,Portal,I780048,Intermediate,5,None
SKL223,SAP Basis,Infrastructure,I780049,Intermediate,5,In Progress
SKL224,Java,Backend,I780049,Beginner,1,None
SKL225,Data Analytics,Analytics,I780049,Intermediate,8,In Progress
SKL226,Data Analytics,Analytics,I780050,Expert,2,Certified
SKL227,Python,Backend,I780051,Advanced,4,None
SKL228,Machine Learning,AI,I780052,Proficient,2,None
SKL229,SAP BTP,Cloud,I780053,Advanced,6,None
SKL230,SAP S/4HANA,ERP,I780053,Intermediate,2,In Progress
SKL231,OData,Integration,I780054,Beginner,3,None
SKL232,SAP BTP,Cloud,I780054,Proficient,4,Certified
SKL233,SAP Ariba,Procurement,I780055,Expert,1,None
SKL234,SAP MM,ERP,I780055,Beginner,4,None
SKL235,JIRA,Methodology,I780055,Advanced,3,Certified
SKL236,Python,Backend,I780056,Beginner,7,In Progress
SKL237,SAP Fiori,Frontend,I780056,Intermediate,5,In Progress
SKL238,Data Analytics,Analytics,I780056,Proficient,2,In Progress
SKL239,SAP S/4HANA,ERP,I780057,Proficient,6,In Progress
SKL240,TypeScript,Frontend,I780057,Beginner,5,Certified
SKL241,SQL,Database,I780057,Advanced,6,None
SKL242,JIRA,Methodology,I780058,Proficient,6,Certified
SKL243,TypeScript,Frontend,I780059,Beginner,6,Certified
SKL244,JIRA,Methodology,I780059,Proficient,1,In Progress
SKL245,SAP FI,Finance,I780060,Beginner,4,None
SKL246,TypeScript,Frontend,I780060,Beginner,8,Certified
SKL247,REST API,Integration,I780060,Expert,8,Certified
SKL248,Data Analytics,Analytics,I780061,Proficient,4,None
SKL249,SAP Ariba,Procurement,I780061,Expert,7,Certified
SKL250,SAP Work Zone,Portal,I780062,Expert,1,Certified
SKL251,SAP CO,Finance,I780062,Proficient,4,None
SKL252,SAP BTP,Cloud,I780062,Proficient,1,In Progress
SKL253,SAP Fiori,Frontend,I780063,Proficient,6,None
SKL254,SAP ABAP,ERP,I780064,Advanced,6,In Progress
SKL255,Git,DevOps,I780065,Expert,2,None
SKL256,SAP SD,ERP,I780065,Intermediate,2,Certified
SKL257,Data Analytics,Analytics,I780065,Beginner,1,None
SKL258,SAP BTP,Cloud,I780066,Intermediate,3,None
SKL259,JIRA,Methodology,I780066,Expert,5,Certified
SKL260,Machine Learning,AI,I780066,Expert,5,None
SKL261,SAP CO,Finance,I780067,Advanced,6,In Progress
SKL262,OData,Integration,I780068,Intermediate,7,In Progress
SKL263,SAP Integration Suite,Integration,I780069,Expert,3,None
SKL264,SAP SuccessFactors,HCM,I780070,Beginner,6,In Progress
SKL265,SAP Analytics Cloud,Analytics,I780070,Advanced,6,None
SKL266,SAP MM,ERP,I780070,Advanced,3,None
SKL267,SQL,Database,I780071,Intermediate,7,None
SKL268,Cloud Computing,Cloud,I780071,Advanced,5,In Progress
SKL269,SAP FI,Finance,I780071,Beginner,7,None
SKL270,Machine Learning,AI,I780072,Proficient,4,In Progress
SKL271,Machine Learning,AI,I780073,Beginner,3,In Progress
SKL272,SAP Analytics Cloud,Analytics,I780073,Intermediate,4,None
SKL273,SAP Fiori,Frontend,I780074,Proficient,1,Certified
SKL274,SAP BTP,Cloud,I780074,Proficient,4,None
SKL275,JavaScript,Frontend,I780075,Intermediate,3,None
SKL276,SAP UI5,Frontend,I780075,Advanced,2,Certified
SKL277,SAP BTP,Cloud,I780075,Expert,5,In Progress
SKL278,SAP SuccessFactors,HCM,I780076,Proficient,3,None
SKL279,Cloud Computing,Cloud,I780077,Beginner,1,None
SKL280,Java,Backend,I780078,Proficient,8,None
SKL281,SAP FI,Finance,I780078,Expert,6,Certified
SKL282,REST API,Integration,I780078,Advanced,6,None
SKL283,Python,Backend,I780079,Expert,1,In Progress
SKL284,SAP CO,Finance,I780079,Proficient,4,None
SKL285,SAP MM,ERP,I780080,Beginner,7,None
SKL286,SAP BTP,Cloud,I780080,Intermediate,6,None
SKL287,SAP Basis,Infrastructure,I780080,Advanced,8,None
SKL288,SQL,Database,I780081,Proficient,7,None
SKL289,Data Analytics,Analytics,I780081,Expert,3,In Progress
SKL290,Python,Backend,I780082,Beginner,7,Certified
SKL291,SAP SuccessFactors,HCM,I780083,Proficient,6,None
SKL292,Git,DevOps,I780083,Proficient,5,None
SKL293,SAP MM,ERP,I780084,Intermediate,4,None
SKL294,SAP CO,Finance,I780084,Beginner,5,Certified
SKL295,JavaScript,Frontend,I780085,Advanced,3,None
SKL296,Data Analytics,Analytics,I780086,Proficient,1,None
SKL297,SAP Analytics Cloud,Analytics,I780086,Advanced,6,Certified
SKL298,SAP Work Zone,Portal,I780087,Expert,2,None
SKL299,SAP Fiori,Frontend,I780088,Expert,1,None
SKL300,SAP Security,Security,I780088,Intermediate,8,None
SKL301,TypeScript,Frontend,I780089,Proficient,5,Certified
SKL302,SAP BTP,Cloud,I780089,Proficient,1,None
SKL303,Cloud Computing,Cloud,I780089,Beginner,8,In Progress
SKL304,Python,Backend,I780090,Proficient,4,Certified
SKL305,JavaScript,Frontend,I780090,Expert,4,None
SKL306,SAP Fiori,Frontend,I780091,Expert,7,None
SKL307,SAP Security,Security,I780091,Proficient,7,Certified
SKL308,SAP MM,ERP,I780092,Intermediate,1,None
SKL309,SAP CO,Finance,I780092,Beginner,2,Certified
SKL310,TypeScript,Frontend,I780092,Expert,8,In Progress
SKL311,SAP SuccessFactors,HCM,I780093,Expert,7,None
SKL312,Git,DevOps,I780094,Proficient,1,In Progress
SKL313,SAP Work Zone,Portal,I780094,Proficient,7,Certified
SKL314,JIRA,Methodology,I780095,Expert,3,None
SKL315,SAP FI,Finance,I780095,Intermediate,3,Certified
SKL316,SQL,Database,I780095,Expert,2,None
SKL317,SAP Integration Suite,Integration,I780096,Advanced,8,In Progress
SKL318,SAP Work Zone,Portal,I780097,Advanced,1,None
SKL319,SAP Fiori,Frontend,I780097,Expert,1,None
SKL320,SAP S/4HANA,ERP,I780098,Advanced,4,None
SKL321,SAP MM,ERP,I780098,Advanced,5,None
SKL322,SAP SuccessFactors,HCM,I780098,Proficient,7,In Progress
SKL323,JIRA,Methodology,I780099,Expert,7,Certified
SKL324,SAP S/4HANA,ERP,I780100,Proficient,6,Certified
SKL325,OData,Integration,I780101,Beginner,7,Certified
SKL326,REST API,Integration,I780102,Advanced,5,Certified
SKL327,Java,Backend,I780103,Intermediate,6,In Progress
SKL328,Data Analytics,Analytics,I780104,Beginner,3,Certified
SKL329,SQL,Database,I780105,Advanced,7,In Progress
SKL330,SAP CO,Finance,I780106,Intermediate,5,Certified
SKL331,SAP SuccessFactors,HCM,I780106,Advanced,3,None
SKL332,SAP Integration Suite,Integration,I780107,Proficient,3,In Progress
SKL333,Cloud Computing,Cloud,I780107,Expert,6,Certified
SKL334,REST API,Integration,I780108,Intermediate,2,In Progress
SKL335,SAP FI,Finance,I780108,Proficient,8,None
SKL336,Python,Backend,I780108,Expert,6,In Progress
SKL337,SAP Integration Suite,Integration,I780109,Beginner,2,None
SKL338,REST API,Integration,I780110,Expert,1,None
SKL339,OData,Integration,I780111,Beginner,4,In Progress
SKL340,SAP Basis,Infrastructure,I780112,Advanced,7,In Progress
SKL341,SAP Security,Security,I780113,Expert,1,In Progress
SKL342,JavaScript,Frontend,I780113,Beginner,6,None
SKL343,Java,Backend,I780114,Expert,2,None
SKL344,Python,Backend,I780114,Intermediate,2,None
SKL345,JIRA,Methodology,I780114,Advanced,2,Certified
SKL346,SAP UI5,Frontend,I780115,Beginner,6,None
SKL347,Agile/Scrum,Methodology,I780115,Beginner,2,None
SKL348,SQL,Database,I780115,Beginner,1,Certified
SKL349,Machine Learning,AI,I780116,Beginner,2,Certified
SKL350,SAP Security,Security,I780117,Advanced,2,Certified
SKL351,SAP Integration Suite,Integration,I780118,Intermediate,8,In Progress
SKL352,SAP BTP,Cloud,I780118,Proficient,2,None
SKL353,SAP SuccessFactors,HCM,I780118,Advanced,1,None
SKL354,JIRA,Methodology,I780119,Intermediate,5,None
SKL355,JavaScript,Frontend,I780119,Advanced,1,None
SKL356,SAP ABAP,ERP,I780120,Intermediate,2,Certified
SKL357,Machine Learning,AI,I780120,Proficient,4,None
SKL358,SAP MM,ERP,I780121,Beginner,7,None
SKL359,SQL,Database,I780122,Expert,2,None
SKL360,OData,Integration,I780123,Intermediate,6,Certified
SKL361,SAP SD,ERP,I780123,Proficient,4,Certified
SKL362,SAP SuccessFactors,HCM,I780123,Intermediate,6,None
SKL363,Python,Backend,I780124,Intermediate,7,Certified
SKL364,Data Analytics,Analytics,I780124,Advanced,8,In Progress
SKL365,SAP BTP,Cloud,I780124,Beginner,6,None
SKL366,Agile/Scrum,Methodology,I780125,Proficient,2,Certified
SKL367,SAP Work Zone,Portal,I780126,Proficient,7,Certified
SKL368,SAP Integration Suite,Integration,I780126,Advanced,6,None
SKL369,SAP BTP,Cloud,I780126,Proficient,2,In Progress
SKL370,TypeScript,Frontend,I780127,Intermediate,2,None
SKL371,SAP UI5,Frontend,I780128,Expert,4,In Progress
SKL372,SAP SuccessFactors,HCM,I780128,Expert,2,In Progress
SKL373,SAP Security,Security,I780129,Intermediate,1,None
SKL374,Agile/Scrum,Methodology,I780129,Expert,5,In Progress
SKL375,OData,Integration,I780130,Expert,1,None
SKL376,SAP S/4HANA,ERP,I780131,Intermediate,7,None
SKL377,TypeScript,Frontend,I780131,Beginner,3,None
SKL378,SAP S/4HANA,ERP,I780132,Advanced,7,In Progress
SKL379,SAP UI5,Frontend,I780132,Proficient,1,None
SKL380,SAP Fiori,Frontend,I780132,Beginner,3,Certified
SKL381,SAP Fiori,Frontend,I780133,Intermediate,8,In Progress
SKL382,Cloud Computing,Cloud,I780134,Intermediate,4,None
SKL383,SAP UI5,Frontend,I780134,Expert,6,Certified
SKL384,Java,Backend,I780135,Proficient,2,Certified
SKL385,SAP Fiori,Frontend,I780135,Proficient,1,None
SKL386,SAP UI5,Frontend,I780135,Beginner,3,Certified
SKL387,Git,DevOps,I780136,Expert,7,Certified
SKL388,SAP MM,ERP,I780137,Expert,7,In Progress
SKL389,SAP HANA,Database,I780137,Proficient,6,None
SKL390,SAP Ariba,Procurement,I780137,Advanced,7,Certified
SKL391,Machine Learning,AI,I780138,Expert,5,None
SKL392,SAP Fiori,Frontend,I780139,Proficient,1,None
SKL393,Agile/Scrum,Methodology,I780139,Expert,3,In Progress
SKL394,SAP BTP,Cloud,I780139,Proficient,5,None
SKL395,JavaScript,Frontend,I780140,Beginner,6,In Progress
SKL396,SAP Security,Security,I780140,Proficient,3,In Progress
SKL397,SQL,Database,I780141,Intermediate,2,In Progress
SKL398,SAP CO,Finance,I780141,Intermediate,7,In Progress
SKL399,Data Analytics,Analytics,I780141,Proficient,8,In Progress
SKL400,SAP CO,Finance,I780142,Advanced,2,In Progress
SKL401,Cloud Computing,Cloud,I780142,Expert,2,Certified
