"currentProjectId","employeeId","type","projectName","role","startDate","endDate","utilizationPercent","projectManager","assignmentStatus","assignedBy","isEvaluation","description","technology"
"808b7a1b-d07d-4d29-a7fb-7998cc103dda","I780026","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","ABAP"
"1442b596-5b3b-4d46-bf36-3a078e7d4d09","I780027","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","Ariba"
"06b4b184-7129-492e-846e-a09c6bcf88fe","I780028","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","Fiori"
"903b3e94-9194-49f4-9f5f-58ba33edb7c6","I780029","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","Fiori"
"3f62cb11-afff-463f-a2bb-edd03b9829df","I780030","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","SuccessFactors"
"dbada519-513c-428c-b28a-9e605c4c2832","I780031","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","Data Science"
"79b3c07e-95ed-4a14-be6b-d5ca617a6eec","I780032","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","ABAP"
"b7af0708-0d59-49ea-b5ac-43fc0eb341fa","I780033","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","ABAP"
"ae8f17c4-fa09-4b77-8b50-ed544214e423","I780034","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","AI/ML"
"773c104c-c7d9-450d-b74a-9773ac3e9100","I780035","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","Integration"
"e4120a94-03ca-4236-9ed2-178a8cf4b4b0","I780036","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","S/4HANA"
"0fc4a201-e5c9-4746-9c90-567179b51cef","I780037","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","Analytics Cloud"
"eeff8e21-c8e2-4364-83c0-b0dab97226a7","I780038","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","Analytics Cloud"
"518561e0-3905-44fa-98b5-be1834c612ee","I780039","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","BTP"
"1d4bf3eb-8f98-450e-af55-6089c35ba315","I780040","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","SAPUI5"
"279f1a38-5039-48b7-aa56-59e1a9428d4d","I780041","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","AI/ML"
"797ec543-5568-451f-a8ca-d1a95cf6eee0","I780042","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","Integration"
"0424ad9c-5abe-4046-ba2e-6740e94685e6","I780043","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","BTP"
"4816b31d-0f82-4685-bb0d-bdd758840207","I780044","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","ABAP"
"45c256f9-5fac-482f-83f7-c390bf7a0161","I780045","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","SuccessFactors"
"bd0a4ad4-7c15-44e6-9fab-36dc77d6ca31","I780046","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","ABAP"
"51afda23-7645-4cf2-a101-439cb06b1133","I780047","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","Analytics Cloud"
"7a0fda20-5ac8-4345-a3a7-b88f6d5a19d7","I780048","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","HANA"
"d4af8708-a925-45dc-a09c-33c71dde5121","I780049","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","S/4HANA"
"a843dc0a-51bd-4388-976d-781a14fb9115","I780050","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","BTP"
"df5cb699-85cc-4016-a3e7-a10cd5ce3811","I780051","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","Integration"
"89a9f72d-edf2-407d-804e-7154951b8058","I780052","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","HANA"
"8dad1293-691f-4ce3-997f-2ee5d002efc6","I780053","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","BTP"
"6e33bb9f-0b5d-4b96-a390-6a4a76547271","I780054","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","Analytics Cloud"
"38e535c5-0f08-4874-9dd5-3a0d39501b0d","I780055","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","Analytics Cloud"
"9080172d-772f-4a71-a768-b60866e4a728","I780056","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","Fiori"
"553b8d64-e753-490d-b08b-05fc542e997f","I780057","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","SuccessFactors"
"7a9f28bc-d0f5-461c-b427-7e30ccfc28a0","I780058","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","Integration"
"7b336596-fc86-4518-be1e-d6d18776eec3","I780059","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","ABAP"
"4d7deb18-5d0d-4d99-a85b-5269be3aacf1","I780060","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","Fiori"
"7ed5c989-93a1-4983-bee0-f5d3d949f250","I780061","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","S/4HANA"
"f7310030-03e3-4397-8738-696e249153f5","I780062","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","SAPUI5"
"ded1e25a-5da6-4d89-8a54-2c11339a6bd2","I780063","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","AI/ML"
"5b23e828-d2f3-4f23-a032-ecac89cf8850","I780064","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","Ariba"
"dcb01f88-3d5a-4716-a6b0-a14f8ea91642","I780065","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","Data Science"
"d2e2065d-c9f7-4c5a-acda-1e188ae73126","I780066","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","Analytics Cloud"
"b561a892-e5ef-47cd-b93e-1d40d432d463","I780067","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","HANA"
"3c0ec8af-d95f-4678-9e49-cd7ad90904f8","I780068","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","BTP"
"42bfcfa9-fc26-4280-ba10-2de8d183fab9","I780069","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","ABAP"
"78a3a8f2-9696-4777-b608-051ecfe0b140","I780070","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","AI/ML"
"775042ee-259f-45c4-9626-b322a081f502","I780071","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","SuccessFactors"
"807e7b5d-32b2-4005-a352-47cff7550b30","I780072","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","HANA"
"d4058d93-b2f0-4ab6-afb1-6207e7bae664","I780073","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","SAPUI5"
"86059478-ef97-42a3-a5f3-cd2f0afa5de9","I780074","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","Ariba"
"559a9938-b8d2-48b7-a96d-d10432d50513","I780075","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","S/4HANA"
"6c9c583d-5698-40ff-b8ce-2ae8b8544289","I780076","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","ABAP"
"e971b27a-9982-400e-b9ac-e55d1754924c","I780077","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","S/4HANA"
"d7f92df1-02c1-4f0a-95cc-f299d804c062","I780078","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","S/4HANA"
"584b117d-f682-4dd5-87dc-c5f991ade6eb","I780079","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","Ariba"
"62adcbe1-1761-4c44-8a64-fe6c10c4e8e9","I780080","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","Analytics Cloud"
"c8a663e9-a038-498c-ae72-0edafde054fd","I780081","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","Analytics Cloud"
"d592166a-a9b5-455c-bab5-5678cbe051a8","I780082","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","S/4HANA"
"2e50bcf4-df4e-41fe-9368-d8c63d0bdaab","I780083","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","SuccessFactors"
"203b2d00-0d35-4f71-929f-8ba0cc58ee61","I780084","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","SAPUI5"
"27397c40-3bd8-41a6-89ea-6d78de113ab6","I780085","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","HANA"
"c2c0496d-897b-4422-bc01-ca045763a2f8","I780086","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","SuccessFactors"
"5edc8b5a-c149-44c7-b4c8-63f511aaa157","I780087","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","S/4HANA"
"9710903b-271e-4886-bbbc-9bd10c4c398b","I780088","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","Data Science"
"add89fcd-6caa-4cfe-8d23-ee091c32806e","I780089","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","SAPUI5"
"5108190d-3a39-418b-bc63-b8ac85010bcb","I780090","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","Data Science"
"cea55717-eb54-4334-80da-ad49b05ba194","I780091","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","HANA"
"28e74d38-a645-4c78-9e0b-db5d40bd2919","I780092","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","Fiori"
"1f78d0b2-dd12-420b-b470-5ffbb97a7f59","I780093","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","ABAP"
"9bc3606f-9906-47d8-8fd5-713da216c092","I780094","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","Ariba"
"7ac2b11c-2772-4125-8875-e137f6ada1ef","I780095","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","SAPUI5"
"66e16c4c-4a26-4392-9d54-c44789cfde0b","I780096","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","SAPUI5"
"9eba037d-4714-4fd8-8836-b89d7438739c","I780097","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","BTP"
"7f73ad38-aeac-48fa-8f07-0bd0a1af7c62","I780098","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","BTP"
"17c17aa3-fc7b-403a-8246-b751c65856ae","I780099","Project","Cloud Integration Hub","Developer","2026-01-15","2026-09-30","100","Kumar Rakesh","Accepted","","false","","Data Science"
"a9a667dc-98a7-4222-b6e1-f5852fd8dd8f","I780100","Project","Synapxe IHiS Phase 2","Developer","2025-11-01","2027-03-31","100","Garg Abhishek","Accepted","","false","","SuccessFactors"
"2b00259e-3ae2-4155-acd0-b0a28d8f529e","I780101","Project","Schneider DSPC","Developer","2025-10-01","2026-08-31","100","Ramanathan Srinivasan","Accepted","","false","","Data Science"
"6a4bb0a0-0e68-4bbd-8a5b-52494d763ebf","I780102","Project","Exxon Mobil Upgrade","Developer","2026-02-01","2026-11-30","100","Kumar V Chendil","Accepted","","false","","Fiori"
"add4c7c1-71f2-4abc-a636-6752f7edb856","I780103","Project","SAP S4HANA Implementation","Developer","2026-01-01","2026-12-31","100","Jain Pawan","Accepted","","false","","SuccessFactors"
"7967db42-8254-44d4-8754-abd7846dc419","I780104","Project","SAP BTP Migration","Developer","2026-01-15","2026-09-30","100","V B Adhithya","Accepted","","false","","HANA"
"57a547f9-0b96-4cad-9a1c-3b47c7471028","I780105","Project","SuccessFactors Rollout","Developer","2025-11-01","2027-03-31","100","Puja K","Accepted","","false","","AI/ML"
"14e973b4-9672-46eb-916b-d9086977be3a","I780106","Project","Ariba Procurement Upgrade","Developer","2025-10-01","2026-08-31","100","Fazal Ilahi","Accepted","","false","","Fiori"
"505b03de-07bf-4934-a591-b6386449981a","I780107","Project","SAP Analytics Cloud","Developer","2026-02-01","2026-11-30","100","Arumugam Surendren","Accepted","","false","","Integration"
"712ac9d0-9aad-4dad-a8a6-67fb1e1306e9","I780108","Project","Digital Transformation","Developer","2026-01-01","2026-12-31","100","Singh Agya Pal","Accepted","","false","","BTP"
"556b97f1-7041-43c5-a584-a7cb674d1220","EMP001","Initiative","Cloud Migration","Contributor","2026-03-01","2026-06-30","50","Self-Managed","Self-Assigned","","false","Leading the migration of legacy systems to cloud infrastructure","Data Science"
"f86af708-c94d-4c56-b1c3-832f4a66af76","EMP001","Initiative","AI Integration","Contributor","2026-04-01","2026-12-31","38","Self-Managed","Self-Assigned","","false","Integrating AI capabilities into existing applications","Innovation"
"9b037807-d8bf-46d6-94de-d51dc3778c62","EMP002","Initiative","Data Analytics Platform","Contributor","2026-02-15","2026-08-15","62","Self-Managed","Self-Assigned","","false","Building a comprehensive data analytics platform","AI/ML"
"877d38c3-7f89-43d2-8167-7a3a0e51f4e1","EMP002","Initiative","Machine Learning Model","Contributor","2026-03-15","2026-09-30","50","Self-Managed","Self-Assigned","","false","Developing ML models for predictive analytics","AI/ML"
"2779263c-363c-42e3-938a-b68066ade6ab","EMP003","Initiative","Database Optimization","Contributor","2026-03-01","2026-05-31","44","Self-Managed","Self-Assigned","","false","Optimizing database performance for large-scale operations","Data Science"
"102edd11-406d-482d-898c-fec6317e4c6b","EMP003","Initiative","Security Audit","Contributor","2026-03-20","2026-06-20","25","Self-Managed","Self-Assigned","","false","Conducting comprehensive security audit of systems","BTP"
"86c11879-8a8f-4db1-b4e6-01697f7901e7","I770144","Initiative","SAP BTP Exploration","Contributor","2025-02-01","2025-05-31","38","Self-Managed","Self-Assigned","","false","Initiative: Explore SAP BTP capabilities","Data Science"
"708d642e-462c-4ce7-9ce1-fcb871afbf4b","I770144","Initiative","ABAP Modernization","Contributor","2025-06-01","2025-09-30","50","Self-Managed","Self-Assigned","","false","Initiative: Modernize ABAP code to cloud-ready","AI/ML"
"c6757ea4-df9d-496f-a507-a9867556dac3","I770144","Initiative","GenAI Pilot","Contributor","2026-04-01","2026-09-30","38","Self-Managed","Self-Assigned","","false","Initiative: Gen AI pilot for code generation","Innovation"
"011b4218-3f67-430a-8e45-c0c59d36aa8b","I769086","Initiative","ML Model Research","Contributor","2026-04-15","2026-10-15","38","Self-Managed","Self-Assigned","","false","Initiative: Research deep learning models","Data Science"
"31e59dad-6897-4be8-a622-0595857e47d8","I763161","Initiative","Cloud Native Upskill","Contributor","2026-05-01","2026-11-30","38","Self-Managed","Self-Assigned","","false","Initiative: Upskill on cloud-native patterns","Innovation"
"4a77e125-8450-4685-a7f7-3b4ac8bb7b12","I755736","Initiative","Frontend Modernization","Contributor","2025-06-01","2025-11-30","50","Self-Managed","Self-Assigned","","false","Initiative: Migrate UI to UI5 web components","BTP"
"b7f4c4aa-6664-4b77-82b7-1765fe2f736a","I749085","Initiative","Security Hardening","Contributor","2025-06-01","2025-09-30","38","Self-Managed","Self-Assigned","","false","Initiative: Implement security hardening","BTP"
"0a37f701-3219-4881-b255-8924a00f5144","I753890","Initiative","Data Governance","Contributor","2025-01-15","2025-06-30","38","Self-Managed","Self-Assigned","","false","Initiative: Data governance framework setup","BTP"
"cd14c0e6-ecda-40ba-9907-edef7855c9eb","I755719","Initiative","DevSecOps Pilot","Contributor","2025-04-01","2025-09-30","50","Self-Managed","Self-Assigned","","false","Initiative: DevSecOps adoption pilot","AI/ML"
"c0086eef-bd6d-4592-aff2-56b4638c111d","I763266","Initiative","API Documentation","Contributor","2025-07-01","2025-11-30","25","Self-Managed","Self-Assigned","","false","Initiative: Comprehensive API doc effort","BTP"
"5fe9f193-b5fb-43b2-9c6c-2fb772198b9e","I346659","Initiative","Platform Modernization","Contributor","2026-02-01","2026-08-31","50","Self-Managed","Self-Assigned","","false","Initiative: Platform modernization roadmap","Data Science"
"031a176c-9630-4604-a104-adf5232bbf5d","I770146","Project","Procurement Automation","Tech Lead","2026-01-01","2026-12-31","45","Anita Patel","Accepted","","false","","S/4HANA"
"51262e43-2fd8-4add-b6e4-a481b146f525","I770148","Project","Integration Suite Implementation","Developer","2026-01-01","2026-12-31","52","Priya Sharma","Accepted","","false","","BTP"
"37f0653c-6fb3-4916-971b-90b140583b7e","I770148","Project","BTP Cloud Foundry Migration","Developer","2026-01-01","2026-12-31","44","Self-Managed","Accepted","","false","","BTP"
"60e79388-d0e1-4e48-b5d6-759ae047e691","I770148","Initiative","CAP Service Development - Initiative","Contributor","2026-02-01","2026-06-30","23","Self-Managed","Accepted","","false","","BTP"
